"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.boundingBoxes","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Approve","Reject"
"3B9XR6P1WEGO73MEZ9XCKC1APL4BJP","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:43 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:43 PDT 2021","","","3I7DHKZYGOL9Z5H35BKGQB4CSUZF5T","A29SP68A2HLRRQ","Submitted","Sat Aug 21 23:04:09 PDT 2021","Sat Aug 21 23:08:10 PDT 2021","Tue Aug 24 23:08:10 PDT 2021","","","","241","0% (0/0)","0% (0/0)","0% (0/0)","0f4141e9d346e3d8.jpg","[{""height"":2160,""label"":""Ticket"",""left"":1048,""top"":0,""width"":1525}]","2160","3840"
"3ACRLU860NZGWN0ML8MLNWOIKD8EB7","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:45 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:45 PDT 2021","","","33PPUNGG39Q499613URQW4PQWHHZRE","A2BPCT8ATLRQ3N","Submitted","Sat Aug 21 22:45:31 PDT 2021","Sat Aug 21 22:56:51 PDT 2021","Tue Aug 24 22:56:51 PDT 2021","","","","680","0% (0/0)","0% (0/0)","0% (0/0)","a68eabdb698e7bf7.jpg","[{""height"":2166,""label"":""Identity"",""left"":258,""top"":79,""width"":2885}]","2448","3264"
"33EEIIWHK7SK24OXZG8LIP7368CQV1","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:43 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:43 PDT 2021","","","3WZ36BJEV41L7QGD15GIA1J5TZTBTY","AJWEFOZ0K5GUC","Submitted","Sat Aug 21 22:44:44 PDT 2021","Sat Aug 21 22:53:17 PDT 2021","Tue Aug 24 22:53:17 PDT 2021","","","","513","100% (2/2)","0% (0/0)","0% (0/0)","8bfa100b8331b3b6.jpg","[{""height"":2076,""label"":""Identity"",""left"":421,""top"":243,""width"":2864}]","2592","3888"
"3ROUCZ907FFMR82KJRU3YSIVVEXOOP","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:43 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:43 PDT 2021","","","3UOUJI6MTEZ7K6Y366YA4UWZVGNXUJ","A26BHQZCY7GRNP","Submitted","Sat Aug 21 22:41:36 PDT 2021","Sat Aug 21 22:43:49 PDT 2021","Tue Aug 24 22:43:49 PDT 2021","","","","133","0% (0/0)","0% (0/0)","0% (0/0)","00dd6d93c5a03b9f.jpg","[{""height"":505,""label"":""Identity"",""left"":2056,""top"":857,""width"":810},{""height"":674,""label"":""Ticket"",""left"":101,""top"":2145,""width"":1489},{""height"":524,""label"":""Ticket"",""left"":441,""top"":1790,""width"":1348}]","2844","4440"
"3CMV9YRYP3M0KC8QQMM6YFXF1FILJM","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:45 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:45 PDT 2021","","","3ATTHHXXWB92BF33CP9WLR8O1L0XIB","A2MSJRDUC5X680","Submitted","Sat Aug 21 22:39:50 PDT 2021","Sat Aug 21 22:41:45 PDT 2021","Tue Aug 24 22:41:45 PDT 2021","","","","115","100% (49/49)","0% (0/0)","0% (0/0)","2791f8a1dd9d3070.jpg","[{""height"":566,""label"":""Identity"",""left"":197,""top"":30,""width"":561}]","600","800"
"3MWOYZD5WV949N28ICUQJ3IQ54SONA","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:42 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:42 PDT 2021","","","3ZDAD0O1T2YSKTJE6180ZYAXC2GTXO","A2ZPO9BRC2YQY0","Submitted","Sat Aug 21 22:44:05 PDT 2021","Sat Aug 21 23:16:20 PDT 2021","Tue Aug 24 23:16:20 PDT 2021","","","","1935","0% (0/0)","0% (0/0)","0% (0/0)","56c2f0fff982c812.jpg","[{""height"":922,""label"":""Ticket"",""left"":29,""top"":34,""width"":1581}]","987","1681"
"3A520CCNWNLBDDVUFUMPSL4C2VNEAC","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:44 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:44 PDT 2021","","","3BF51CHDTWVUIUM83V24C1KYR11H08","A2V8B6ISKK4N9P","Submitted","Sat Aug 21 22:45:08 PDT 2021","Sat Aug 21 22:45:40 PDT 2021","Tue Aug 24 22:45:40 PDT 2021","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","4a5fc626f2f11993.jpg","[{""height"":580,""label"":""Ticket"",""left"":213,""top"":4,""width"":976}]","600","1350"
"3X52SWXE0XQTNSEJK8CMKM1092DWCC","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:45 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:45 PDT 2021","","","3XXU1SWE8NGF87EUXPSCVFXUE6BA0Q","A2MSJRDUC5X680","Submitted","Sat Aug 21 23:08:29 PDT 2021","Sat Aug 21 23:12:16 PDT 2021","Tue Aug 24 23:12:16 PDT 2021","","","","227","100% (49/49)","0% (0/0)","0% (0/0)","2d5a41946a6feb06.jpg","[{""height"":1305,""label"":""Ticket"",""left"":445,""top"":6,""width"":1726}]","1944","2592"
"3C8QQOM6JPM4P1OK8416MEIFO0TLIA","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:44 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:44 PDT 2021","","","3DY4FPOOA29N0P1R2X2NBYCU86BVRA","A3OM2ZQ7FUDTIN","Submitted","Sat Aug 21 22:42:13 PDT 2021","Sat Aug 21 22:43:55 PDT 2021","Tue Aug 24 22:43:55 PDT 2021","","","","102","100% (1/1)","0% (0/0)","0% (0/0)","0f5917bd985d3c68.jpg","[{""height"":819,""label"":""Ticket"",""left"":12,""top"":84,""width"":1262},{""height"":98,""label"":""Identity"",""left"":897,""top"":783,""width"":262}]","1024","1280"
"3BVS8WK9Q0GSCS28HRCC8BMAC6FBID","3PMOF0KIQIW37E1FAM3556TBF05BKE","[1 min]  Draw bounding boxes around the requested item(s)","Draw bounding boxes around the requested item(s)","bounding box","$0.10","Sat Aug 21 22:39:42 PDT 2021","1","BatchId:4537269;OriginalHitTemplateId:928390838;","3600","259200","Sat Aug 28 22:39:42 PDT 2021","","","3137ONMDKHQF9O6RRWJ1CQA162YEGS","AJWEFOZ0K5GUC","Submitted","Sat Aug 21 22:44:47 PDT 2021","Sat Aug 21 22:53:38 PDT 2021","Tue Aug 24 22:53:38 PDT 2021","","","","531","100% (2/2)","0% (0/0)","0% (0/0)","1db687d43f873c8a.jpg","[{""height"":1004,""label"":""Identity"",""left"":226,""top"":214,""width"":825}]","1280","1920"
